sentence,biological_process,cellular_component,molecular_function
"Ginkgolic acid is a component of the Ginkgo biloba leaf extract, which is commonly used as a memory enhancing supplement [[245]].",0.5436705946922302,0.0488964281976223,0.40743303298950195
"While multiple studies found anti-oncogenic effects of this phenolic compound [[246-249]], ginkgolic acid is also notable for being the first identified chemical inhibitor of sumoylation, acting by interfering with E1-SUMO complex formation [[250]].",0.9839017987251282,0.007686905097216368,0.008411392569541931
"Interestingly, a recent publication suggests that the use of ginkgolic acid may be a valid strategy for the clearance of toxic α-synuclein aggregates [[251]].",0.4901876747608185,0.1796061247587204,0.3302062153816223
"In a recent mouse study, the same chemical was also shown to induce the differentiation of bone marrow stromal cells into adipocytes through the suppression of SUMO conjugation [[252]].",0.9460139274597168,0.0342494398355484,0.01973661035299301
"Spectomycin B1, on the other hand, was initially described as an antibiotic-targeting Gram-positive bacteria [[253]] and later revealed to block sumoylation by binding UBC9 and preventing the formation of the UBC9-SUMO complex [[254]].",0.4960591495037079,0.3120056688785553,0.19193518161773682
"Conversely, sumoylation may be enhanced through the use of other agents such as IFNs.",0.9550364017486572,0.013062205165624619,0.03190130740404129
"Nevertheless, due to SUMO’s essential roles in the cell as well as the pleiotropic activity of these agents on multiple pathways, such global approaches may suffer from narrow therapeutic windows and widespread toxicities (Fig.",0.1556105613708496,0.024310290813446045,0.8200790882110596
3A).,0.05005656182765961,0.053940076380968094,0.8960034251213074
"For example, ginkgolic acid was reported to also target histone acetylation, though possibly at much higher doses than those required for sumoylation inhibition in cells [[250]].",0.46040618419647217,0.08264957368373871,0.4569442570209503
"To address this, inhibitors with a greater degree of selectivity such as ML-792 have been developed and are commercially available [[255]].",0.7709524631500244,0.00707461591809988,0.22197291254997253
"ML-792 is a potent and selective SAE inhibitor that forms an adduct with SUMO in an ATP-dependent mechanism, similar to the reaction catalyzed by the E1 enzyme itself.",0.2875249981880188,0.1204182431101799,0.5920568108558655
"Critically, treatment with ML-792 not only impairs SUMO conjugation but also induces significant loss of viability in multiple cancer cell lines, with those that overexpress MYC being particularly hyper-sensitive to the drug [[255]].",0.9629483222961426,0.0033959359861910343,0.033655766397714615
This observation is in support of the abovementioned notion that targeting sumoylation in MYC-driven cancers may be a viable treatment strategy.,0.992919385433197,0.0030115749686956406,0.004069040063768625
"Alternatively, the SUMO pathway may be manipulated for a given substrate through precise targeting, with potentially lower toxicity.",0.9841497540473938,0.002911080839112401,0.01293922308832407
"Such an approach, named “proteolysis targeting chimera” (PROTAC), has been developed to drive a given substrate to proteasomal degradation by inducing its poly-ubiquitylation [[256]].",0.9738330841064453,0.006931674666702747,0.01923518069088459
"This system relies on a dual-acting small molecule that can simultaneously and reversibly bind a ubiquitin E3 ligase and the target substrate, thereby enforcing their proximity [[257]].",0.9661363363265991,0.012735921889543533,0.021127788349986076
"This ensures selective E3 ligase activity on the desired substrate, leading to increased turnover.",0.058731164783239365,0.0026233249809592962,0.938645601272583
A similar approach could be developed for the precise manipulation of a SUMO substrate (Fig.,0.9718666672706604,0.011258442886173725,0.01687484048306942
"3B, left).",0.023817909881472588,0.058240246027708054,0.9179418683052063
"In distinction to ubiquitin, SUMO also has multiple paralogs that can modify a target with distinct consequences.",0.46623727679252625,0.09453274309635162,0.43922996520996094
"Therefore, a SUMO targeting chimera (SUMOTAC?)",0.11649034172296524,0.42208829522132874,0.461421400308609
"system could also selectively impose or reverse modifications by a certain paralog by employing small molecules that are able to recruit paralog-specific E3 ligases or SENPs, as identified by high-throughput screening methods.",0.9954689741134644,0.0016804371261969209,0.00285057770088315
"For instance, SENP2 preferentially removes SUMO2, whereas SENP1 mainly acts on SUMO1 [[94]].",0.11667032539844513,0.061377376317977905,0.8219522833824158
"Similarly, E3 ligases can also display paralog specificity, with enzymes such as ZNF451 and K-bZIP preferentially catalyzing SUMO2/3 attachment [[99, 258]].",0.22374707460403442,0.18123264610767365,0.5950203537940979
The suitability of these enzymes for such applications can be assessed on SUMO substrates whose functional and biochemical properties are differentially modulated based on the modifying paralog.,0.9970424771308899,0.0011151536600664258,0.001842391793616116
"For instance, SUMO1 modification of α-synuclein increases the protein’s aggregative tendencies, whereas SUMO2 modification yields enhanced solubility [[259]].",0.5060616731643677,0.04186373949050903,0.4520746171474457
"Therefore, a dual-acting chemical may be designed to engage a SUMO2/3 specific E3 ligase or SENP1 to force modification by SUMO2 with the purpose of reducing α-synuclein toxicity.",0.5038626790046692,0.12117937952280045,0.3749578893184662
"This way, while current PROTAC protocols mainly induce ubiquitin-dependent proteasomal degradation, a SUMOTAC system could be used to influence a target substrate’s stability, solubility, interactor profile or localization.",0.9438708424568176,0.01248963363468647,0.04363948106765747
A similar effect could also be achieved through the use of a chimeric construct that consists of a protein domain that specifically binds the target substrate and a SUMO machinery component that is attached to this protein domain through a linker peptide (Fig.,0.716288685798645,0.10091765969991684,0.18279367685317993
"3B, middle) [[260]].",0.04370461031794548,0.33504435420036316,0.6212510466575623
"While these systems are yet to be developed, there is also a system that is currently in use employing a chimeric construct where UBC9 is directly attached to a substrate to specifically induce its sumoylation (Fig.",0.8841291666030884,0.10484039783477783,0.011030345223844051
"3B, right) [[261]].",0.005556898657232523,0.011897019110620022,0.9825460910797119
"As we pointed out above, sumoylation changes the chromatin landscape by manipulating key epigenetic factors such as chromatin modifiers and histones.",0.9595039486885071,0.010816971771419048,0.029679134488105774
A potential method to manipulate chromatin sumoylation in a locus-specific manner could be centered around a catalytically inactive Cas9 (dCas9) construct that does not possess any nuclease activity (Fig.,0.9797429442405701,0.007637208327651024,0.012619862332940102
3C).,0.08810091763734818,0.13699370622634888,0.7749053835868835
"In recent years, multiple chimeric constructs have been generated to induce or suppress the expression of a target gene.",0.9937981963157654,0.003916988614946604,0.0022847745567560196
These systems feature a dCas9 protein that is attached to a transcriptional effector [[262]].,0.9546800851821899,0.03703320771455765,0.008286692202091217
"When this construct is provided exogenously to a cell along with a guide RNA molecule that is complementary to the target DNA sequence, the chimeric construct localizes to this sequence on the chromatin, leading to the manipulation of gene expression.",0.8431710004806519,0.07202541828155518,0.08480361104011536
"In a similar manner, the dCas9 protein could be attached to UBC9 or a SENP to manipulate sumoylation at a target locus.",0.28197887539863586,0.6506356000900269,0.06738550961017609
"Finally, as we discussed extensively, PML NBs are druggable sumoylation factories that provide opportunities for clinical interventions (Fig.",0.5277761816978455,0.04991152510046959,0.42231231927871704
3D).,0.061661675572395325,0.0357266366481781,0.9026116132736206
"While we currently lack a method to target specific proteins to PML NBs, a robust and generalized induction of PML NB biogenesis by stimuli such as arsenic and IFNs can drive clearance in ATL and APL.",0.9551933407783508,0.007213092874735594,0.03759364038705826
"The enhanced formation of these structures can precipitate the hyper-sumoylation of the pathogenic substrates, leading to distinct fates such as degradation, sequestration within the PML NBs, changes in activity and modification by other PTMs.",0.9982019662857056,0.0009503137553110719,0.0008477242663502693
"Therefore, this treatment modality may also be the answer for many other disorders.",0.9801822900772095,0.00456296605989337,0.015254651196300983
"Acknowledgements
U. Sahin’s laboratory is supported by the European Molecular Biology Organization (EMBO Young Investigator Programme, Installation Grant IG3336 to US, which also covered ABC’s salary).",0.9930003881454468,0.002719030948355794,0.00428056251257658
"Conflicts of interest
The authors declare no conflict of interest.",0.9984900951385498,0.0007552407332696021,0.0007547020795755088
"Author contributions
ABC and US wrote the review.",0.9539874196052551,0.014713354408740997,0.03129914775490761
"References
Citing Literature

Volume287, Issue15

August 2020

Pages 3110-3140

This article also appears in:
State-of-the-Art Reviews
Figures
References
Related
Information
Metrics
Citations:84
Article has an altmetric score of 8
Details
© 2020 Federation of European Biochemical Societies

Check for updates
Research Funding
European Molecular Biology Organization.",0.6183856725692749,0.029626216739416122,0.3519880473613739
"Grant Number: IG3336
Keywords
cancer cross-talk degradation neurodegeneration PML nuclear bodies PML/RARα oncogene post-translational modification proteasome SUMO ubiquitin
Publication History
Issue Online:
03 August 2020
Version of Record online:
01 May 2020
Accepted manuscript online:
07 April 2020
Manuscript accepted:
30 March 2020
Manuscript revised:
04 March 2020
Manuscript received:
07 January 2020",0.14382870495319366,0.011466250754892826,0.8447050452232361
